date,channel,source,medium,campaign,device,city,payment_method,customer_type,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,units_sold,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar,cost_sar,ad_spend_sar
2025-06-19,Paid Search,google,cpc,KSA Growth,desktop,Dammam,stc_pay,new,120,102,83,15,9,6,7,1573.0,52.8,0.0,1520.2,481.0,130.86
2025-06-19,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,visa,new,91,77,69,19,13,7,7,1563.0,35.8,279.0,1248.2,491.0,98.13
2025-06-19,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mada,new,137,116,92,26,13,7,8,1752.0,82.6,0.0,1669.4,544.0,0.0
2025-06-20,Direct,direct,none,Unassigned,tablet,Madinah,mada,new,174,152,141,39,23,16,16,3634.0,24.8,628.0,2981.2,1156.0,0.0
2025-06-20,Email,newsletter,email,Lifecycle,mobile,Khobar,mastercard,new,122,90,92,20,12,7,7,1393.0,47.7,0.0,1345.3,422.0,0.0
2025-06-20,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,apple_pay,returning,165,139,133,38,21,13,14,2996.0,54.6,249.0,2692.4,931.0,0.0
2025-06-21,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,apple_pay,new,84,69,64,13,8,4,5,985.0,0.0,0.0,985.0,283.0,72.31
2025-06-21,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,stc_pay,returning,137,123,98,24,15,8,10,2350.0,0.0,0.0,2350.0,779.0,0.0
2025-06-21,Paid Search,google,cpc,KSA Growth,tablet,Dammam,visa,new,109,98,73,21,14,9,11,2389.0,101.5,717.0,1570.5,731.0,133.91
2025-06-22,Email,newsletter,email,Lifecycle,desktop,Dammam,visa,returning,157,130,104,21,12,8,9,2111.0,17.9,279.0,1814.1,656.0,0.0
2025-06-22,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mada,new,84,71,58,15,9,6,7,1483.0,24.9,0.0,1458.1,466.0,0.0
2025-06-22,Direct,direct,none,Unassigned,mobile,Madinah,mastercard,new,83,72,65,14,9,6,7,1523.0,36.8,0.0,1486.2,465.0,0.0
2025-06-23,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mastercard,new,100,73,69,19,11,6,6,1064.0,27.8,0.0,1036.2,301.0,0.0
2025-06-23,Paid Search,google,cpc,KSA Growth,mobile,Khobar,apple_pay,new,131,103,92,25,15,10,10,2260.0,99.6,0.0,2160.4,720.0,109.6
2025-06-23,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,stc_pay,new,164,148,114,22,12,7,9,2231.0,101.7,0.0,2129.3,743.0,144.19
2025-06-24,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,stc_pay,new,87,78,66,12,8,6,6,1514.0,68.8,0.0,1445.2,500.0,0.0
2025-06-24,Direct,direct,none,Unassigned,desktop,Jeddah,visa,new,124,107,88,18,12,6,7,1683.0,0.0,0.0,1683.0,531.0,0.0
2025-06-24,Email,newsletter,email,Lifecycle,tablet,Dammam,mada,returning,150,125,122,28,16,10,10,2130.0,45.7,0.0,2084.3,642.0,0.0
2025-06-25,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mada,new,115,96,92,18,12,8,8,1722.0,8.9,0.0,1713.1,532.0,80.85
2025-06-25,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mastercard,returning,131,114,97,24,16,11,11,2599.0,76.7,329.0,2193.3,816.0,173.88
2025-06-25,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,apple_pay,new,143,104,106,30,20,14,15,3215.0,109.5,0.0,3105.5,991.0,0.0
2025-06-26,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,returning,114,91,77,18,12,7,8,1672.0,99.6,0.0,1572.4,508.0,0.0
2025-06-26,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,82,67,61,16,10,6,6,1624.0,32.9,0.0,1591.1,539.0,0.0
2025-06-26,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,new,136,111,89,17,9,5,5,1125.0,29.9,0.0,1095.1,365.0,0.0
2025-06-27,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,95,79,68,13,7,4,4,1136.0,0.0,0.0,1136.0,375.0,127.63
2025-06-27,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,new,106,86,82,18,11,6,7,1263.0,0.0,0.0,1263.0,364.0,0.0
2025-06-27,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,149,124,122,22,12,7,8,1702.0,57.8,0.0,1644.2,510.0,114.58
2025-06-28,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,new,139,125,110,25,14,9,9,1941.0,21.9,0.0,1919.1,585.0,0.0
2025-06-28,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,159,129,127,29,20,12,16,3594.0,164.3,299.0,3130.7,1104.0,0.0
2025-06-28,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,returning,98,82,63,11,6,4,5,1275.0,35.9,0.0,1239.1,407.0,0.0
2025-06-29,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,135,114,88,17,9,6,8,2142.0,94.6,286.2,1761.2,719.0,0.0
2025-06-29,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,returning,112,92,85,16,9,6,7,1573.0,0.0,0.0,1573.0,497.0,81.67
2025-06-29,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,116,95,94,25,14,8,9,1771.0,27.8,0.0,1743.2,532.0,110.84
2025-06-30,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,returning,135,108,94,26,16,9,11,2339.0,8.9,0.0,2330.1,723.0,0.0
2025-06-30,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,123,95,87,24,15,11,11,2509.0,71.7,0.0,2437.3,791.0,0.0
2025-06-30,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,new,90,71,71,19,12,6,7,1673.0,0.0,0.0,1673.0,543.0,0.0
2025-07-01,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,139,102,97,21,15,9,10,2370.0,149.5,0.0,2220.5,774.0,164.66
2025-07-01,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,new,140,100,103,23,13,8,9,2171.0,77.7,0.0,2093.3,699.0,152.19
2025-07-01,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,166,147,111,25,15,8,8,1722.0,8.9,0.0,1713.1,532.0,0.0
2025-07-02,Direct,direct,none,Unassigned,tablet,Madinah,visa,new,162,130,123,35,19,14,14,3246.0,85.7,323.1,2837.2,1038.0,0.0
2025-07-02,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,111,92,90,25,15,9,10,2020.0,24.9,0.0,1995.1,603.0,0.0
2025-07-02,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,returning,112,88,84,17,9,6,7,1593.0,0.0,0.0,1593.0,487.0,0.0
2025-07-03,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,100,72,72,14,7,4,5,1015.0,43.8,0.0,971.2,295.0,113.72
2025-07-03,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,returning,144,120,113,25,15,9,10,2170.0,55.6,159.0,1955.4,691.0,0.0
2025-07-03,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,154,118,122,23,16,10,12,2758.0,134.4,249.0,2374.6,874.0,202.79
2025-07-04,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,returning,122,95,100,23,13,8,8,1812.0,29.9,159.0,1623.1,562.0,0.0
2025-07-04,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,155,134,103,23,12,7,7,1533.0,22.8,0.0,1510.2,477.0,0.0
2025-07-04,Direct,direct,none,Unassigned,mobile,Madinah,mada,new,180,145,129,34,21,15,15,3335.0,74.7,0.0,3260.3,1027.0,0.0
2025-07-05,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,164,145,124,32,16,11,11,2389.0,53.7,80.1,2255.2,746.0,0.0
2025-07-05,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,new,123,103,87,22,14,10,12,2948.0,18.9,658.0,2271.1,978.0,128.65
2025-07-05,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,132,101,106,24,16,9,10,2470.0,81.7,0.0,2388.3,804.0,152.4
2025-07-06,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,new,137,122,90,22,13,7,8,2172.0,64.7,0.0,2107.3,731.0,0.0
2025-07-06,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,82,63,62,15,7,4,5,1415.0,35.9,0.0,1379.1,458.0,0.0
2025-07-06,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,returning,75,64,54,15,9,5,5,1035.0,42.8,0.0,992.2,305.0,0.0
2025-07-07,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,131,101,93,26,15,10,10,2210.0,54.8,0.0,2155.2,696.0,173.9
2025-07-07,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,returning,150,128,105,30,18,12,12,2688.0,19.9,0.0,2668.1,840.0,150.13
2025-07-07,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,167,137,127,35,18,10,10,2220.0,8.9,359.0,1852.1,702.0,0.0
2025-07-08,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,returning,90,69,64,16,9,6,7,1453.0,49.7,0.0,1403.3,439.0,0.0
2025-07-08,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,97,77,78,20,13,9,9,2141.0,32.9,179.0,1929.1,683.0,0.0
2025-07-08,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,new,96,86,71,15,7,5,5,1125.0,0.0,0.0,1125.0,365.0,0.0
2025-07-09,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,90,66,66,19,12,8,9,2171.0,19.9,598.0,1553.1,680.0,121.35
2025-07-09,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,new,103,90,78,15,8,5,5,1035.0,0.0,0.0,1035.0,305.0,0.0
2025-07-09,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,145,131,104,29,16,11,12,2868.0,21.9,0.0,2846.1,928.0,133.58
2025-07-10,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,new,106,78,73,20,11,6,7,1523.0,0.0,0.0,1523.0,465.0,0.0
2025-07-10,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,89,79,61,12,7,5,6,1374.0,0.0,0.0,1374.0,420.0,0.0
2025-07-10,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,returning,120,87,78,15,10,6,6,1384.0,19.9,0.0,1364.1,442.0,0.0
2025-07-11,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,152,127,108,27,16,10,10,2360.0,17.9,299.0,2043.1,750.0,0.0
2025-07-11,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,returning,150,133,120,23,16,10,11,2499.0,57.8,0.0,2441.2,785.0,134.43
2025-07-11,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,83,62,54,10,5,3,4,696.0,0.0,0.0,696.0,193.0,77.34
2025-07-12,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,returning,154,132,119,34,18,13,15,3465.0,55.8,0.0,3409.2,1078.0,0.0
2025-07-12,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,79,69,53,14,9,6,6,1284.0,37.8,0.0,1246.2,392.0,0.0
2025-07-12,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,new,111,95,90,19,10,7,8,2002.0,70.7,0.0,1931.3,649.0,0.0
2025-07-13,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,158,115,105,28,14,9,11,2569.0,29.8,0.0,2539.2,835.0,154.51
2025-07-13,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,new,107,92,74,16,8,4,4,996.0,0.0,0.0,996.0,324.0,144.89
2025-07-13,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,108,80,79,19,10,6,6,1394.0,0.0,0.0,1394.0,442.0,0.0
2025-07-14,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,new,163,127,106,31,18,10,10,2250.0,58.7,0.0,2191.3,714.0,0.0
2025-07-14,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,82,74,61,14,7,4,4,736.0,0.0,0.0,736.0,211.0,0.0
2025-07-14,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,returning,116,89,78,21,13,8,8,1872.0,0.0,0.0,1872.0,602.0,0.0
2025-07-15,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,72,54,53,11,7,4,6,1184.0,21.9,0.0,1162.1,334.0,78.63
2025-07-15,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,returning,84,72,69,19,11,7,7,1813.0,0.0,0.0,1813.0,594.0,0.0
2025-07-15,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,new,138,122,92,24,16,9,9,2011.0,57.8,0.0,1953.2,621.0,165.51
2025-07-16,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,returning,83,71,61,13,7,5,6,1494.0,0.0,0.0,1494.0,479.0,0.0
2025-07-16,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,new,112,96,74,17,9,6,6,1394.0,0.0,219.0,1175.0,442.0,0.0
2025-07-16,Direct,direct,none,Unassigned,mobile,Madinah,visa,new,140,112,99,27,17,12,13,2877.0,72.7,539.1,2265.2,895.0,0.0
2025-07-17,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,new,168,135,116,22,15,8,8,1552.0,38.8,0.0,1513.2,465.0,0.0
2025-07-17,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,new,109,88,78,20,13,9,9,2171.0,69.7,0.0,2101.3,696.0,116.93
2025-07-17,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,new,177,160,123,25,15,9,10,2340.0,27.9,0.0,2312.1,744.0,190.88
2025-07-18,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,new,132,104,103,29,17,12,14,2966.0,35.9,0.0,2930.1,919.0,0.0
2025-07-18,Direct,direct,none,Unassigned,desktop,Jeddah,apple_pay,new,172,130,130,36,20,13,16,3574.0,18.9,0.0,3555.1,1098.0,0.0
2025-07-18,Email,newsletter,email,Lifecycle,tablet,Dammam,stc_pay,returning,117,85,97,18,9,5,5,1035.0,42.8,0.0,992.2,305.0,0.0
2025-07-19,Paid Search,google,cpc,KSA Growth,desktop,Dammam,stc_pay,new,126,94,92,25,16,9,10,2410.0,90.7,89.0,2230.3,790.0,99.86
2025-07-19,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,visa,returning,118,102,87,18,9,6,6,1304.0,18.9,0.0,1285.1,398.0,84.23
2025-07-19,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mada,new,81,71,59,16,9,5,5,1095.0,27.9,0.0,1067.1,337.0,0.0
2025-07-20,Direct,direct,none,Unassigned,tablet,Madinah,mada,returning,101,84,72,17,12,8,8,1872.0,68.7,0.0,1803.3,602.0,0.0
2025-07-20,Email,newsletter,email,Lifecycle,mobile,Khobar,mastercard,new,109,84,77,15,8,6,6,1624.0,0.0,0.0,1624.0,539.0,0.0
2025-07-20,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,apple_pay,new,122,101,86,20,11,6,6,1374.0,53.8,0.0,1320.2,436.0,0.0
2025-07-21,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,apple_pay,new,111,83,85,19,12,6,7,1603.0,35.9,0.0,1567.1,509.0,87.79
2025-07-21,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,stc_pay,new,145,129,110,23,15,9,10,2150.0,48.8,0.0,2101.2,653.0,0.0
2025-07-21,Paid Search,google,cpc,KSA Growth,tablet,Dammam,visa,new,74,64,49,14,7,5,5,1125.0,18.9,0.0,1106.1,349.0,106.16
2025-07-22,Email,newsletter,email,Lifecycle,desktop,Dammam,visa,new,116,94,94,26,18,13,15,3475.0,87.7,0.0,3387.3,1097.0,0.0
2025-07-22,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mada,new,135,97,105,24,16,9,9,2041.0,132.5,323.1,1585.4,653.0,0.0
2025-07-22,Direct,direct,none,Unassigned,mobile,Madinah,mastercard,returning,158,122,124,23,12,7,7,1563.0,36.8,0.0,1526.2,491.0,0.0
2025-07-23,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mastercard,new,157,131,105,26,15,10,10,2360.0,82.7,0.0,2277.3,750.0,0.0
2025-07-23,Paid Search,google,cpc,KSA Growth,mobile,Khobar,apple_pay,returning,166,140,113,25,14,9,9,1921.0,58.7,0.0,1862.3,593.0,143.54
2025-07-23,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,stc_pay,new,137,113,90,16,8,5,5,875.0,26.8,0.0,848.2,246.0,161.31
2025-07-24,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,stc_pay,returning,155,136,104,22,12,7,9,1841.0,0.0,0.0,1841.0,538.0,0.0
2025-07-24,Direct,direct,none,Unassigned,desktop,Jeddah,visa,new,130,111,98,27,15,10,11,2669.0,27.9,139.0,2502.1,838.0,0.0
2025-07-24,Email,newsletter,email,Lifecycle,tablet,Dammam,mada,new,78,70,54,12,8,6,6,1514.0,0.0,0.0,1514.0,500.0,0.0
2025-07-25,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mada,new,131,100,102,19,11,6,7,1493.0,60.8,0.0,1432.2,459.0,147.32
2025-07-25,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mastercard,new,167,127,118,34,17,12,13,2847.0,108.5,0.0,2738.5,883.0,171.44
2025-07-25,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,apple_pay,new,118,98,83,20,14,8,9,1941.0,63.7,0.0,1877.3,599.0,0.0
2025-07-26,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,new,135,106,98,23,16,11,12,2628.0,19.9,249.0,2359.1,824.0,0.0
2025-07-26,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,154,125,110,31,20,14,15,3045.0,75.6,0.0,2969.4,937.0,0.0
2025-07-26,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,returning,124,91,96,21,13,9,10,2370.0,39.8,139.0,2191.2,757.0,0.0
2025-07-27,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,140,102,91,17,9,6,9,1771.0,59.7,0.0,1711.3,525.0,108.75
2025-07-27,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,returning,116,105,82,18,10,7,7,1813.0,112.6,0.0,1700.4,594.0,0.0
2025-07-27,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,104,82,74,21,14,9,10,2230.0,134.5,139.0,1956.5,688.0,139.4
2025-07-28,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,returning,155,117,123,34,22,14,17,3813.0,49.8,0.0,3763.2,1163.0,0.0
2025-07-28,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,138,106,92,25,15,10,10,2210.0,116.4,0.0,2093.6,696.0,0.0
2025-07-28,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,new,94,74,61,16,9,5,5,975.0,60.7,0.0,914.3,277.0,0.0
2025-07-29,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,120,102,95,23,13,7,7,1393.0,18.9,329.0,1045.1,422.0,0.0
2025-07-29,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,new,125,109,99,29,17,9,10,2310.0,62.8,0.0,2247.2,731.0,102.54
2025-07-29,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,105,81,74,14,8,5,5,1325.0,32.9,655.1,637.0,445.0,93.31
2025-07-30,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,new,132,102,102,19,12,9,10,2360.0,48.8,0.0,2311.2,750.0,0.0
2025-07-30,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,104,87,70,19,12,8,8,1872.0,49.8,0.0,1822.2,586.0,0.0
2025-07-30,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,returning,167,147,134,38,20,14,16,3574.0,46.8,0.0,3527.2,1113.0,0.0
2025-07-31,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,174,157,125,33,23,16,19,4521.0,103.4,0.0,4417.6,1446.0,216.78
2025-07-31,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,returning,132,104,100,26,17,11,11,2599.0,0.0,279.0,2320.0,816.0,130.43
2025-07-31,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,141,104,96,19,10,6,6,1294.0,18.9,0.0,1275.1,398.0,0.0
2025-08-01,Direct,direct,none,Unassigned,tablet,Madinah,visa,returning,163,145,123,34,22,12,12,2688.0,60.8,0.0,2627.2,840.0,0.0
2025-08-01,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,163,142,107,26,18,12,13,2967.0,26.8,0.0,2940.2,923.0,0.0
2025-08-01,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,new,99,82,69,19,10,7,8,1842.0,67.7,179.1,1595.2,574.0,0.0
2025-08-02,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,109,96,77,20,12,8,8,1872.0,28.8,0.0,1843.2,586.0,116.78
2025-08-02,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,new,165,138,106,29,20,13,14,3316.0,37.8,0.0,3278.2,1055.0,0.0
2025-08-02,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,146,108,99,28,18,10,10,2420.0,62.7,718.1,1639.2,767.0,105.84
2025-08-03,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,new,140,125,103,27,18,10,11,2479.0,54.8,0.0,2424.2,771.0,0.0
2025-08-03,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,152,117,113,20,10,6,7,1483.0,71.6,0.0,1411.4,453.0,0.0
2025-08-03,Direct,direct,none,Unassigned,mobile,Madinah,mada,returning,121,98,79,14,8,4,4,996.0,35.9,0.0,960.1,324.0,0.0
2025-08-04,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,107,81,69,16,10,6,6,1624.0,63.8,0.0,1560.2,539.0,0.0
2025-08-04,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,returning,77,56,53,12,6,4,5,1145.0,29.9,0.0,1115.1,377.0,81.83
2025-08-04,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,142,105,101,27,16,12,13,2967.0,136.5,0.0,2830.5,923.0,172.64
2025-08-05,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,returning,113,81,90,17,11,8,8,1692.0,27.8,139.0,1525.2,516.0,0.0
2025-08-05,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,121,103,80,21,14,10,12,2828.0,0.0,159.0,2669.0,889.0,0.0
2025-08-05,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,new,106,93,71,19,12,7,8,2092.0,49.8,0.0,2042.2,677.0,0.0
2025-08-06,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,122,88,84,19,13,9,11,2429.0,81.6,0.0,2347.4,769.0,134.63
2025-08-06,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,new,151,126,101,19,10,7,9,1921.0,0.0,89.0,1832.0,595.0,113.54
2025-08-06,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,148,121,111,20,14,8,10,1950.0,0.0,0.0,1950.0,591.0,0.0
2025-08-07,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,new,170,149,111,23,12,7,9,1991.0,24.9,0.0,1966.1,619.0,0.0
2025-08-07,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,93,77,75,16,9,6,7,1153.0,0.0,219.0,934.0,325.0,0.0
2025-08-07,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,returning,103,90,68,13,7,4,5,1205.0,65.8,139.0,1000.2,399.0,0.0
2025-08-08,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,160,121,121,29,18,13,13,2937.0,74.7,299.0,2563.3,911.0,150.08
2025-08-08,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,returning,116,90,83,15,8,5,5,1155.0,27.9,0.0,1127.1,363.0,0.0
2025-08-08,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,149,124,116,31,19,14,16,3744.0,83.7,0.0,3660.3,1161.0,126.75
2025-08-09,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,returning,161,131,113,30,20,13,13,2847.0,13.9,0.0,2833.1,883.0,0.0
2025-08-09,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,149,125,117,28,15,11,11,2489.0,83.6,0.0,2405.4,779.0,0.0
2025-08-09,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,new,166,143,135,33,19,10,10,2300.0,31.8,0.0,2268.2,722.0,0.0
2025-08-10,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,190,160,121,35,19,11,11,2389.0,60.7,125.1,2203.2,746.0,0.0
2025-08-10,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,new,180,158,138,38,19,12,14,3106.0,36.8,0.0,3069.2,968.0,170.06
2025-08-10,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,173,152,130,38,21,14,16,3644.0,71.6,558.0,3014.4,1142.0,137.12
2025-08-11,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,new,174,144,115,31,19,13,13,2877.0,46.8,0.0,2830.2,895.0,0.0
2025-08-11,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,166,137,122,27,15,9,11,2509.0,105.6,199.0,2204.4,771.0,0.0
2025-08-11,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,returning,118,95,88,25,17,11,11,2329.0,78.7,0.0,2250.3,703.0,0.0
2025-08-12,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,177,141,125,24,13,9,10,2380.0,162.4,179.0,2038.6,774.0,141.02
2025-08-12,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,returning,183,154,136,39,26,17,19,4161.0,120.5,0.0,4040.5,1267.0,176.44
2025-08-12,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,157,129,108,29,15,9,9,2041.0,19.9,299.0,1722.1,653.0,0.0
2025-08-13,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,returning,122,98,94,24,16,9,9,2171.0,27.9,199.0,1944.1,696.0,0.0
2025-08-13,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,139,121,104,27,15,10,10,2360.0,76.7,219.0,2064.3,750.0,0.0
2025-08-13,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,new,156,140,113,31,19,11,12,2738.0,17.9,89.0,2631.1,878.0,0.0
2025-08-14,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,151,115,120,25,14,8,9,2091.0,49.8,279.0,1762.2,653.0,114.89
