date,channel,source,medium,campaign,device,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,purchase_revenue_sar,consent_state_coverage
2025-09-28,Organic Search,google,organic,Always-on SEO,mobile,163,130,132,30,18,12,2556.58,0.9766
2025-09-28,Direct,direct,none,Unassigned,desktop,164,140,117,24,12,9,1904.16,0.9642
2025-09-28,Email,newsletter,email,Lifecycle,tablet,101,79,80,14,8,5,932.45,0.9608
2025-09-29,Paid Search,google,cpc,KSA Growth,desktop,84,73,59,13,7,6,1104.1,0.9764
2025-09-29,Paid Social,instagram,paid_social,Creator Offers,tablet,113,96,78,19,13,8,1645.54,0.9783
2025-09-29,Affiliates,partners,affiliate,Partner Network,mobile,84,69,59,14,9,7,1709.09,0.9791
2025-09-30,Direct,direct,none,Unassigned,tablet,112,85,75,18,11,9,2128.42,0.9868
2025-09-30,Email,newsletter,email,Lifecycle,mobile,105,91,85,21,11,6,1618.85,0.9734
2025-09-30,Organic Search,google,organic,Always-on SEO,desktop,162,144,123,29,19,15,3846.24,0.9687
2025-10-01,Paid Social,instagram,paid_social,Creator Offers,mobile,80,57,64,13,6,4,1008.29,0.9671
2025-10-01,Affiliates,partners,affiliate,Partner Network,desktop,94,71,59,11,7,5,964.9,0.9717
2025-10-01,Paid Search,google,cpc,KSA Growth,tablet,85,74,65,13,6,4,724.99,0.9786
2025-10-02,Email,newsletter,email,Lifecycle,desktop,111,85,75,21,13,10,2025.02,0.9947
2025-10-02,Organic Search,google,organic,Always-on SEO,tablet,173,149,130,32,22,16,3703.1,0.9811
2025-10-02,Direct,direct,none,Unassigned,mobile,101,78,71,13,8,5,1197.31,0.9856
2025-10-03,Affiliates,partners,affiliate,Partner Network,tablet,150,125,100,25,16,10,2456.83,0.9718
2025-10-03,Paid Search,google,cpc,KSA Growth,mobile,98,72,75,17,9,7,1940.16,0.9707
2025-10-03,Paid Social,instagram,paid_social,Creator Offers,desktop,115,88,72,15,8,5,1050.24,0.9925
2025-10-04,Organic Search,google,organic,Always-on SEO,mobile,90,76,64,15,7,5,923.81,0.9648
2025-10-04,Direct,direct,none,Unassigned,desktop,162,118,126,34,20,15,3396.1,0.9922
2025-10-04,Email,newsletter,email,Lifecycle,tablet,118,88,95,24,16,12,2889.79,0.9681
2025-10-05,Paid Search,google,cpc,KSA Growth,desktop,100,77,74,19,10,7,1586.88,0.9662
2025-10-05,Paid Social,instagram,paid_social,Creator Offers,tablet,109,81,89,23,15,9,1942.37,0.9751
2025-10-05,Affiliates,partners,affiliate,Partner Network,mobile,99,71,74,13,6,4,888.96,0.9736
2025-10-06,Direct,direct,none,Unassigned,tablet,126,96,102,22,12,8,1662.72,0.9697
2025-10-06,Email,newsletter,email,Lifecycle,mobile,93,71,67,17,11,8,1263.55,0.9732
2025-10-06,Organic Search,google,organic,Always-on SEO,desktop,164,134,118,28,18,13,3425.57,0.9861
2025-10-07,Paid Social,instagram,paid_social,Creator Offers,mobile,103,91,76,18,9,7,1208.93,0.9638
2025-10-07,Affiliates,partners,affiliate,Partner Network,desktop,123,97,80,14,8,5,1299.84,0.9822
2025-10-07,Paid Search,google,cpc,KSA Growth,tablet,75,60,51,10,6,4,717.22,0.9609
2025-10-08,Email,newsletter,email,Lifecycle,desktop,121,100,86,20,12,8,1834.66,0.9813
2025-10-08,Organic Search,google,organic,Always-on SEO,tablet,102,89,79,15,8,5,921.7,0.9893
2025-10-08,Direct,direct,none,Unassigned,mobile,97,69,75,21,10,7,1404.48,0.9875
2025-10-09,Affiliates,partners,affiliate,Partner Network,tablet,179,152,145,27,14,9,1598.69,0.9862
2025-10-09,Paid Search,google,cpc,KSA Growth,mobile,159,141,120,31,18,12,2236.13,0.9841
2025-10-09,Paid Social,instagram,paid_social,Creator Offers,desktop,116,86,82,15,7,5,1256.74,0.9718
2025-10-10,Organic Search,google,organic,Always-on SEO,mobile,146,117,93,20,12,8,1960.61,0.9939
2025-10-10,Direct,direct,none,Unassigned,desktop,107,92,70,13,6,4,1557.41,0.9768
2025-10-10,Email,newsletter,email,Lifecycle,tablet,96,78,72,18,9,7,1262.59,0.9934
2025-10-11,Paid Search,google,cpc,KSA Growth,desktop,137,121,111,24,16,11,2472.38,0.98
2025-10-11,Paid Social,instagram,paid_social,Creator Offers,tablet,85,67,68,13,8,6,1251.84,0.9909
2025-10-11,Affiliates,partners,affiliate,Partner Network,mobile,90,76,59,16,9,5,1035.94,0.9726
2025-10-12,Direct,direct,none,Unassigned,tablet,121,98,96,25,13,8,2046.05,0.9922
2025-10-12,Email,newsletter,email,Lifecycle,mobile,103,80,78,15,7,6,2113.92,0.9849
2025-10-12,Organic Search,google,organic,Always-on SEO,desktop,96,76,70,17,9,7,1284.58,0.9856
2025-10-13,Paid Social,instagram,paid_social,Creator Offers,mobile,72,56,55,13,6,3,612.48,0.9626
2025-10-13,Affiliates,partners,affiliate,Partner Network,desktop,142,121,110,20,12,9,1879.87,0.9922
2025-10-13,Paid Search,google,cpc,KSA Growth,tablet,123,104,82,19,11,8,1829.09,0.9732
2025-10-14,Email,newsletter,email,Lifecycle,desktop,153,112,120,33,21,15,3304.8,0.9763
2025-10-14,Organic Search,google,organic,Always-on SEO,tablet,79,67,64,13,7,5,1492.9,0.9783
2025-10-14,Direct,direct,none,Unassigned,mobile,114,87,85,24,17,10,2083.2,0.9858
2025-10-15,Affiliates,partners,affiliate,Partner Network,tablet,110,83,86,23,12,8,2114.98,0.9942
2025-10-15,Paid Search,google,cpc,KSA Growth,mobile,79,66,52,14,6,5,1232.74,0.9688
2025-10-15,Paid Social,instagram,paid_social,Creator Offers,desktop,101,79,77,19,12,8,1466.02,0.9783
2025-10-16,Organic Search,google,organic,Always-on SEO,mobile,93,77,72,14,8,6,1096.51,0.9927
2025-10-16,Direct,direct,none,Unassigned,desktop,122,102,96,26,13,8,1651.39,0.9768
2025-10-16,Email,newsletter,email,Lifecycle,tablet,91,72,71,16,10,7,1904.74,0.9681
2025-10-17,Paid Search,google,cpc,KSA Growth,desktop,160,124,129,30,21,13,3163.49,0.9649
2025-10-17,Paid Social,instagram,paid_social,Creator Offers,tablet,175,148,112,28,18,12,2159.33,0.9926
2025-10-17,Affiliates,partners,affiliate,Partner Network,mobile,140,116,94,18,10,8,1840.61,0.9905
2025-10-18,Direct,direct,none,Unassigned,tablet,107,94,81,19,10,7,1824.29,0.9626
2025-10-18,Email,newsletter,email,Lifecycle,mobile,104,77,72,17,11,8,1925.09,0.9767
2025-10-18,Organic Search,google,organic,Always-on SEO,desktop,98,73,64,14,7,4,827.62,0.9828
2025-10-19,Paid Social,instagram,paid_social,Creator Offers,mobile,89,66,63,13,7,4,750.82,0.9697
2025-10-19,Affiliates,partners,affiliate,Partner Network,desktop,143,103,103,23,13,10,2233.34,0.9699
2025-10-19,Paid Search,google,cpc,KSA Growth,tablet,133,96,106,21,10,6,1085.09,0.9854
2025-10-20,Email,newsletter,email,Lifecycle,desktop,147,110,96,21,10,6,1243.58,0.9944
2025-10-20,Organic Search,google,organic,Always-on SEO,tablet,160,115,108,25,16,11,2880.19,0.9695
2025-10-20,Direct,direct,none,Unassigned,mobile,71,64,57,10,6,4,934.27,0.9666
2025-10-21,Affiliates,partners,affiliate,Partner Network,tablet,106,91,80,17,8,6,743.23,0.9885
2025-10-21,Paid Search,google,cpc,KSA Growth,mobile,112,85,84,22,14,8,1741.63,0.992
2025-10-21,Paid Social,instagram,paid_social,Creator Offers,desktop,100,74,68,17,9,6,1473.89,0.9778
2025-10-22,Organic Search,google,organic,Always-on SEO,mobile,70,52,46,10,6,4,844.13,0.9692
2025-10-22,Direct,direct,none,Unassigned,desktop,72,62,53,10,6,4,1013.76,0.9777
2025-10-22,Email,newsletter,email,Lifecycle,tablet,157,114,104,23,12,7,1596.67,0.9895
2025-10-23,Paid Search,google,cpc,KSA Growth,desktop,76,65,51,12,7,6,1338.24,0.9759
2025-10-23,Paid Social,instagram,paid_social,Creator Offers,tablet,126,91,97,19,11,9,1996.03,0.9934
2025-10-23,Affiliates,partners,affiliate,Partner Network,mobile,113,92,85,23,16,12,2369.47,0.9936
2025-10-24,Direct,direct,none,Unassigned,tablet,138,117,109,24,14,8,2242.75,0.9818
2025-10-24,Email,newsletter,email,Lifecycle,mobile,178,132,123,24,15,11,2327.33,0.977
2025-10-24,Organic Search,google,organic,Always-on SEO,desktop,162,124,113,32,16,10,1566.82,0.9604
2025-10-25,Paid Social,instagram,paid_social,Creator Offers,mobile,74,65,57,9,5,4,1358.4,0.9903
2025-10-25,Affiliates,partners,affiliate,Partner Network,desktop,116,90,75,18,8,6,1088.83,0.9656
2025-10-25,Paid Search,google,cpc,KSA Growth,tablet,127,104,85,17,11,7,1500.48,0.9728
2025-10-26,Email,newsletter,email,Lifecycle,desktop,129,102,103,22,13,9,2060.74,0.9768
2025-10-26,Organic Search,google,organic,Always-on SEO,tablet,144,120,108,22,11,8,2218.56,0.9746
2025-10-26,Direct,direct,none,Unassigned,mobile,101,73,74,13,8,6,1291.39,0.9935
2025-10-27,Affiliates,partners,affiliate,Partner Network,tablet,81,59,61,10,6,5,1272.0,0.9615
2025-10-27,Paid Search,google,cpc,KSA Growth,mobile,74,65,52,13,8,6,1284.58,0.9854
2025-10-27,Paid Social,instagram,paid_social,Creator Offers,desktop,156,130,125,28,18,12,2734.66,0.9765
2025-10-28,Organic Search,google,organic,Always-on SEO,mobile,71,54,53,10,6,4,993.7,0.9764
2025-10-28,Direct,direct,none,Unassigned,desktop,99,77,75,21,10,7,1426.85,0.981
2025-10-28,Email,newsletter,email,Lifecycle,tablet,98,78,67,14,8,6,1782.82,0.9698
2025-10-29,Paid Search,google,cpc,KSA Growth,desktop,124,106,91,16,9,7,1705.06,0.9873
2025-10-29,Paid Social,instagram,paid_social,Creator Offers,tablet,91,72,61,16,8,6,1485.22,0.9707
2025-10-29,Affiliates,partners,affiliate,Partner Network,mobile,77,62,52,13,7,4,888.96,0.9911
2025-10-30,Direct,direct,none,Unassigned,tablet,135,114,92,19,12,8,1383.74,0.9799
2025-10-30,Email,newsletter,email,Lifecycle,mobile,81,57,57,15,9,6,1021.44,0.9653
2025-10-30,Organic Search,google,organic,Always-on SEO,desktop,121,102,88,17,9,5,962.02,0.9608
2025-10-31,Paid Social,instagram,paid_social,Creator Offers,mobile,146,128,101,21,10,7,1482.43,0.9793
2025-10-31,Affiliates,partners,affiliate,Partner Network,desktop,84,67,67,18,10,8,1903.97,0.9664
2025-10-31,Paid Search,google,cpc,KSA Growth,tablet,171,135,134,33,19,14,3283.68,0.9801
2025-11-01,Email,newsletter,email,Lifecycle,desktop,159,125,105,22,13,9,1750.27,0.9943
2025-11-01,Organic Search,google,organic,Always-on SEO,tablet,125,96,101,23,13,10,2211.36,0.9682
2025-11-01,Direct,direct,none,Unassigned,mobile,161,117,130,34,19,13,3222.05,0.9871
2025-11-02,Affiliates,partners,affiliate,Partner Network,tablet,143,108,95,21,14,10,2308.03,0.9622
2025-11-02,Paid Search,google,cpc,KSA Growth,mobile,110,80,86,24,16,10,2097.89,0.9632
2025-11-02,Paid Social,instagram,paid_social,Creator Offers,desktop,108,84,77,18,11,8,1466.02,0.9733
2025-11-03,Organic Search,google,organic,Always-on SEO,mobile,144,108,111,28,18,12,2848.32,0.82
2025-11-03,Direct,direct,none,Unassigned,desktop,73,65,54,9,6,5,908.16,0.82
2025-11-03,Email,newsletter,email,Lifecycle,tablet,105,82,74,13,8,5,993.6,0.82
2025-11-04,Paid Search,google,cpc,KSA Growth,desktop,71,54,54,13,7,4,527.14,0.985
2025-11-04,Paid Social,instagram,paid_social,Creator Offers,tablet,72,55,58,16,9,6,1591.87,0.9866
2025-11-04,Affiliates,partners,affiliate,Partner Network,mobile,93,67,63,11,5,4,783.36,0.9793
2025-11-05,Direct,direct,none,Unassigned,tablet,107,92,71,16,9,6,905.47,0.9748
2025-11-05,Email,newsletter,email,Lifecycle,mobile,88,63,61,12,6,4,912.1,0.9881
2025-11-05,Organic Search,google,organic,Always-on SEO,desktop,123,107,88,20,12,7,1664.83,0.962
2025-11-06,Paid Social,instagram,paid_social,Creator Offers,mobile,172,140,139,31,16,12,2064.29,0.9629
2025-11-06,Affiliates,partners,affiliate,Partner Network,desktop,84,66,67,19,10,7,1262.59,0.9751
2025-11-06,Paid Search,google,cpc,KSA Growth,tablet,169,150,124,35,19,12,3091.3,0.9752
2025-11-07,Email,newsletter,email,Lifecycle,desktop,97,79,64,12,6,4,892.22,0.9659
2025-11-07,Organic Search,google,organic,Always-on SEO,tablet,129,106,83,20,11,7,1536.19,0.9712
2025-11-07,Direct,direct,none,Unassigned,mobile,159,116,105,28,17,12,2492.45,0.971
2025-11-08,Affiliates,partners,affiliate,Partner Network,tablet,70,62,49,9,4,3,736.32,0.9906
2025-11-08,Paid Search,google,cpc,KSA Growth,mobile,163,142,124,25,17,12,3078.05,0.9644
2025-11-08,Paid Social,instagram,paid_social,Creator Offers,desktop,156,127,128,22,12,10,1908.77,0.9881
2025-11-09,Organic Search,google,organic,Always-on SEO,mobile,109,83,83,20,11,7,1194.82,0.9678
2025-11-09,Direct,direct,none,Unassigned,desktop,148,126,96,26,14,10,2500.22,0.9916
2025-11-09,Email,newsletter,email,Lifecycle,tablet,128,113,98,26,16,11,2244.96,0.9656
2025-11-10,Paid Search,google,cpc,KSA Growth,desktop,100,85,71,14,6,4,749.95,0.9678
2025-11-10,Paid Social,instagram,paid_social,Creator Offers,tablet,158,117,125,35,19,11,2421.31,0.9772
2025-11-10,Affiliates,partners,affiliate,Partner Network,mobile,132,107,88,16,10,7,1737.7,0.9844
2025-11-11,Direct,direct,none,Unassigned,tablet,81,64,57,13,8,6,1241.57,0.9843
2025-11-11,Email,newsletter,email,Lifecycle,mobile,142,110,97,26,17,11,2220.77,0.9737
2025-11-11,Organic Search,google,organic,Always-on SEO,desktop,123,106,96,20,12,9,2743.78,0.99
2025-11-12,Paid Social,instagram,paid_social,Creator Offers,mobile,105,92,80,14,7,5,1066.66,0.983
2025-11-12,Affiliates,partners,affiliate,Partner Network,desktop,149,122,109,26,15,10,2175.65,0.9736
2025-11-12,Paid Search,google,cpc,KSA Growth,tablet,143,125,114,33,19,14,3619.39,0.9706
2025-11-13,Email,newsletter,email,Lifecycle,desktop,108,93,82,16,9,6,1238.78,0.9898
2025-11-13,Organic Search,google,organic,Always-on SEO,tablet,91,69,68,19,12,8,1777.25,0.995
2025-11-13,Direct,direct,none,Unassigned,mobile,133,101,107,30,17,10,2380.9,0.9731
2025-11-14,Affiliates,partners,affiliate,Partner Network,tablet,98,73,74,16,9,7,1275.17,0.9757
2025-11-14,Paid Search,google,cpc,KSA Growth,mobile,162,122,123,25,16,12,2325.41,0.973
2025-11-14,Paid Social,instagram,paid_social,Creator Offers,desktop,124,106,81,19,12,8,1747.49,0.9817
2025-11-15,Organic Search,google,organic,Always-on SEO,mobile,136,98,104,21,12,9,1979.62,0.9634
2025-11-15,Direct,direct,none,Unassigned,desktop,86,61,67,12,6,4,1254.82,0.9747
2025-11-15,Email,newsletter,email,Lifecycle,tablet,157,134,106,23,12,7,1089.79,0.9913
2025-11-16,Paid Search,google,cpc,KSA Growth,desktop,72,59,45,13,8,5,921.7,0.9872
2025-11-16,Paid Social,instagram,paid_social,Creator Offers,tablet,81,61,60,14,8,5,904.51,0.9923
2025-11-16,Affiliates,partners,affiliate,Partner Network,mobile,84,73,65,18,12,7,1525.63,0.9943
2025-11-17,Direct,direct,none,Unassigned,tablet,140,102,96,19,10,7,1118.4,0.9941
2025-11-17,Email,newsletter,email,Lifecycle,mobile,161,146,117,29,18,13,2954.4,0.9721
2025-11-17,Organic Search,google,organic,Always-on SEO,desktop,116,93,77,17,9,6,1240.7,0.978
2025-11-18,Paid Social,instagram,paid_social,Creator Offers,mobile,154,133,103,28,16,12,2721.02,0.974
2025-11-18,Affiliates,partners,affiliate,Partner Network,desktop,116,90,73,17,9,7,1471.78,0.9826
2025-11-18,Paid Search,google,cpc,KSA Growth,tablet,118,87,88,21,11,8,1952.16,0.9707
2025-11-19,Email,newsletter,email,Lifecycle,desktop,89,64,57,13,7,5,1069.44,0.9859
2025-11-19,Organic Search,google,organic,Always-on SEO,tablet,110,99,84,19,9,6,1242.24,0.9932
2025-11-19,Direct,direct,none,Unassigned,mobile,139,104,103,19,10,6,1523.81,0.9618
2025-11-20,Affiliates,partners,affiliate,Partner Network,tablet,102,74,65,16,8,5,1084.9,0.9813
2025-11-20,Paid Search,google,cpc,KSA Growth,mobile,77,63,55,14,9,6,1404.48,0.9688
2025-11-20,Paid Social,instagram,paid_social,Creator Offers,desktop,141,115,99,22,13,10,1901.09,0.9778
2025-11-21,Organic Search,google,organic,Always-on SEO,mobile,101,81,69,15,8,5,1211.62,0.9625
2025-11-21,Direct,direct,none,Unassigned,desktop,91,72,71,12,6,5,1234.85,0.9612
2025-11-21,Email,newsletter,email,Lifecycle,tablet,106,92,74,20,10,8,2160.0,0.9895
2025-11-22,Paid Search,google,cpc,KSA Growth,desktop,151,123,116,24,13,10,1862.59,0.9941
2025-11-22,Paid Social,instagram,paid_social,Creator Offers,tablet,161,142,125,35,23,17,4204.32,0.981
2025-11-22,Affiliates,partners,affiliate,Partner Network,mobile,157,128,114,24,13,10,1561.15,0.9874
2025-11-23,Direct,direct,none,Unassigned,tablet,126,107,99,21,12,7,1357.44,0.9679
2025-11-23,Email,newsletter,email,Lifecycle,mobile,84,65,65,13,7,5,1212.48,0.9809
2025-11-23,Organic Search,google,organic,Always-on SEO,desktop,143,129,104,21,14,11,2298.53,0.9791
2025-11-24,Paid Social,instagram,paid_social,Creator Offers,mobile,75,54,59,16,8,5,1014.05,0.9832
2025-11-24,Affiliates,partners,affiliate,Partner Network,desktop,123,108,97,22,13,10,2139.36,0.9642
2025-11-24,Paid Search,google,cpc,KSA Growth,tablet,93,75,66,15,8,5,984.96,0.963
2025-11-25,Email,newsletter,email,Lifecycle,desktop,134,106,97,24,12,8,1711.87,0.9656
2025-11-25,Organic Search,google,organic,Always-on SEO,tablet,110,95,86,21,14,10,1888.7,0.9676
2025-11-25,Direct,direct,none,Unassigned,mobile,160,134,118,24,13,9,1998.82,0.9835
2025-11-26,Affiliates,partners,affiliate,Partner Network,tablet,93,81,64,12,6,5,1053.31,0.9786
2025-11-26,Paid Search,google,cpc,KSA Growth,mobile,90,80,67,15,8,5,1127.04,0.9785
2025-11-26,Paid Social,instagram,paid_social,Creator Offers,desktop,114,89,85,18,12,7,1617.7,0.9864
2025-11-27,Organic Search,google,organic,Always-on SEO,mobile,178,154,116,23,13,10,2427.84,0.9634
2025-11-27,Direct,direct,none,Unassigned,desktop,170,146,121,32,17,11,2423.42,0.9609
2025-11-27,Email,newsletter,email,Lifecycle,tablet,99,72,65,15,10,8,1574.59,0.9614
2025-11-28,Paid Search,google,cpc,KSA Growth,desktop,120,104,89,16,9,6,1131.94,0.9711
2025-11-28,Paid Social,instagram,paid_social,Creator Offers,tablet,147,111,103,24,15,9,1821.31,0.9742
2025-11-28,Affiliates,partners,affiliate,Partner Network,mobile,162,124,102,21,12,9,1922.11,0.9654
2025-11-29,Direct,direct,none,Unassigned,tablet,87,74,65,13,6,5,1132.9,0.9848
2025-11-29,Email,newsletter,email,Lifecycle,mobile,71,62,47,12,7,5,1225.15,0.9709
2025-11-29,Organic Search,google,organic,Always-on SEO,desktop,164,134,113,31,19,12,3102.82,0.9755
2025-11-30,Paid Social,instagram,paid_social,Creator Offers,mobile,148,113,110,22,11,8,1759.87,0.9603
2025-11-30,Affiliates,partners,affiliate,Partner Network,desktop,109,96,89,23,12,7,1299.94,0.962
2025-11-30,Paid Search,google,cpc,KSA Growth,tablet,162,129,122,27,15,9,1989.31,0.9632
2025-12-01,Email,newsletter,email,Lifecycle,desktop,110,81,88,15,10,7,1397.09,0.9814
2025-12-01,Organic Search,google,organic,Always-on SEO,tablet,82,62,64,15,9,6,1224.1,0.9741
2025-12-01,Direct,direct,none,Unassigned,mobile,134,109,103,24,13,9,1907.71,0.9794
2025-12-02,Affiliates,partners,affiliate,Partner Network,tablet,78,67,63,14,7,4,900.58,0.9849
2025-12-02,Paid Search,google,cpc,KSA Growth,mobile,144,117,100,25,15,9,1806.91,0.9658
2025-12-02,Paid Social,instagram,paid_social,Creator Offers,desktop,132,102,94,19,12,9,1707.17,0.9853
2025-12-03,Organic Search,google,organic,Always-on SEO,mobile,118,97,78,21,13,9,1759.78,0.9832
2025-12-03,Direct,direct,none,Unassigned,desktop,150,108,119,28,19,13,3588.86,0.9731
2025-12-03,Email,newsletter,email,Lifecycle,tablet,111,87,90,16,9,6,1108.8,0.9742
2025-12-04,Paid Search,google,cpc,KSA Growth,desktop,173,150,135,32,18,12,2477.95,0.9708
2025-12-04,Paid Social,instagram,paid_social,Creator Offers,tablet,96,68,60,13,7,5,1434.24,0.9619
2025-12-04,Affiliates,partners,affiliate,Partner Network,mobile,150,123,115,27,16,11,2331.84,0.9759
2025-12-05,Direct,direct,none,Unassigned,tablet,144,123,112,28,16,9,1820.26,0.9855
2025-12-05,Email,newsletter,email,Lifecycle,mobile,160,144,108,19,9,6,1231.68,0.9803
2025-12-05,Organic Search,google,organic,Always-on SEO,desktop,146,128,92,24,12,7,1598.59,0.9689
2025-12-06,Paid Social,instagram,paid_social,Creator Offers,mobile,144,105,93,21,14,9,2724.67,0.9705
2025-12-06,Affiliates,partners,affiliate,Partner Network,desktop,119,96,84,23,13,8,1798.27,0.9607
2025-12-06,Paid Search,google,cpc,KSA Growth,tablet,98,74,64,16,9,6,1339.3,0.9815
2025-12-07,Email,newsletter,email,Lifecycle,desktop,147,130,111,25,14,11,2582.5,0.9805
2025-12-07,Organic Search,google,organic,Always-on SEO,tablet,133,107,104,22,13,10,2120.35,0.9883
2025-12-07,Direct,direct,none,Unassigned,mobile,113,97,78,21,10,7,1495.87,0.983
2025-12-08,Affiliates,partners,affiliate,Partner Network,tablet,117,105,82,17,9,6,1180.99,0.9672
2025-12-08,Paid Search,google,cpc,KSA Growth,mobile,141,121,100,21,11,8,1757.95,0.9767
2025-12-08,Paid Social,instagram,paid_social,Creator Offers,desktop,144,124,111,24,12,9,1998.05,0.961
2025-12-09,Organic Search,google,organic,Always-on SEO,mobile,82,63,61,11,7,5,1405.54,0.9935
2025-12-09,Direct,direct,none,Unassigned,desktop,106,95,86,22,14,10,2800.32,0.9816
2025-12-09,Email,newsletter,email,Lifecycle,tablet,130,96,89,19,9,7,1652.16,0.9741
2025-12-10,Paid Search,google,cpc,KSA Growth,desktop,72,56,49,9,4,3,717.12,0.9718
2025-12-10,Paid Social,instagram,paid_social,Creator Offers,tablet,128,115,102,22,12,8,1893.22,0.9798
2025-12-10,Affiliates,partners,affiliate,Partner Network,mobile,121,96,93,17,8,6,1349.95,0.9668
2025-12-11,Direct,direct,none,Unassigned,tablet,148,115,111,30,19,12,2710.46,0.9749
2025-12-11,Email,newsletter,email,Lifecycle,mobile,96,82,77,17,8,6,1684.03,0.9932
2025-12-11,Organic Search,google,organic,Always-on SEO,desktop,164,139,124,25,15,10,2110.27,0.963
2025-12-12,Paid Social,instagram,paid_social,Creator Offers,mobile,129,95,84,24,15,9,2046.14,0.9835
2025-12-12,Affiliates,partners,affiliate,Partner Network,desktop,104,77,72,13,8,5,964.9,0.9842
2025-12-12,Paid Search,google,cpc,KSA Growth,tablet,100,73,64,15,7,4,764.16,0.9865
2025-12-13,Email,newsletter,email,Lifecycle,desktop,76,59,50,13,7,5,922.66,0.9758
2025-12-13,Organic Search,google,organic,Always-on SEO,tablet,133,109,96,26,18,13,2759.14,0.9884
2025-12-13,Direct,direct,none,Unassigned,mobile,117,100,83,17,10,8,1991.42,0.9608
2025-12-14,Affiliates,partners,affiliate,Partner Network,tablet,94,71,61,10,6,3,694.27,0.9673
2025-12-14,Paid Search,google,cpc,KSA Growth,mobile,153,124,114,31,16,9,2054.59,0.9708
2025-12-14,Paid Social,instagram,paid_social,Creator Offers,desktop,91,78,65,18,12,9,1740.58,0.9725
2025-12-15,Organic Search,google,organic,Always-on SEO,mobile,93,75,66,11,7,5,993.6,0.9843
2025-12-15,Direct,direct,none,Unassigned,desktop,84,74,53,14,9,6,1214.5,0.9873
2025-12-15,Email,newsletter,email,Lifecycle,tablet,141,113,92,20,13,8,1944.19,0.9883
2025-12-16,Paid Search,google,cpc,KSA Growth,desktop,97,85,62,12,7,6,1386.43,0.9919
2025-12-16,Paid Social,instagram,paid_social,Creator Offers,tablet,157,141,104,18,10,7,1485.22,0.971
2025-12-16,Affiliates,partners,affiliate,Partner Network,mobile,126,100,88,24,16,12,2756.45,0.9809
2025-12-17,Direct,direct,none,Unassigned,tablet,140,106,98,20,10,7,1562.11,0.9731
2025-12-17,Email,newsletter,email,Lifecycle,mobile,97,69,63,15,9,7,1320.1,0.9854
2025-12-17,Organic Search,google,organic,Always-on SEO,desktop,84,71,60,15,9,7,1404.58,0.9798
2025-12-18,Paid Social,instagram,paid_social,Creator Offers,mobile,110,98,85,24,12,7,1500.48,0.983
2025-12-18,Affiliates,partners,affiliate,Partner Network,desktop,143,126,94,18,11,8,2230.37,0.9699
2025-12-18,Paid Search,google,cpc,KSA Growth,tablet,147,109,111,20,10,8,1746.43,0.9659
2025-12-19,Email,newsletter,email,Lifecycle,desktop,134,101,108,30,19,12,2782.46,0.9785
2025-12-19,Organic Search,google,organic,Always-on SEO,tablet,109,82,80,17,10,7,1471.68,0.9674
2025-12-19,Direct,direct,none,Unassigned,mobile,101,76,78,21,12,7,1127.04,0.9875
2025-12-20,Affiliates,partners,affiliate,Partner Network,tablet,147,126,107,24,15,10,2214.91,0.9825
2025-12-20,Paid Search,google,cpc,KSA Growth,mobile,164,142,117,34,23,17,4256.54,0.9759
2025-12-20,Paid Social,instagram,paid_social,Creator Offers,desktop,148,129,120,23,12,7,1586.11,0.9753
2025-12-21,Organic Search,google,organic,Always-on SEO,mobile,89,74,57,14,8,6,1615.78,0.9726
2025-12-21,Direct,direct,none,Unassigned,desktop,144,123,114,24,13,8,1770.34,0.9678
2025-12-21,Email,newsletter,email,Lifecycle,tablet,116,102,75,21,11,8,2130.24,0.9726
2025-12-22,Paid Search,google,cpc,KSA Growth,desktop,139,110,88,18,10,6,1453.44,0.9793
2025-12-22,Paid Social,instagram,paid_social,Creator Offers,tablet,105,81,83,15,9,6,1203.07,0.9906
2025-12-22,Affiliates,partners,affiliate,Partner Network,mobile,113,87,83,17,9,7,1586.88,0.9917
2025-12-23,Direct,direct,none,Unassigned,tablet,116,87,80,19,12,8,2128.42,0.9726
2025-12-23,Email,newsletter,email,Lifecycle,mobile,75,60,52,11,5,4,868.99,0.961
2025-12-23,Organic Search,google,organic,Always-on SEO,desktop,78,69,60,11,7,5,735.36,0.9836
2025-12-24,Paid Social,instagram,paid_social,Creator Offers,mobile,157,119,124,28,19,12,2548.03,0.9767
2025-12-24,Affiliates,partners,affiliate,Partner Network,desktop,95,81,69,14,9,7,1234.85,0.9719
2025-12-24,Paid Search,google,cpc,KSA Growth,tablet,99,80,64,12,6,4,945.6,0.9686
2025-12-25,Email,newsletter,email,Lifecycle,desktop,106,80,71,18,10,8,1628.35,0.9696
2025-12-25,Organic Search,google,organic,Always-on SEO,tablet,136,109,95,27,15,9,2079.65,0.989
2025-12-25,Direct,direct,none,Unassigned,mobile,154,111,107,30,19,11,2242.75,0.9838
2025-12-26,Affiliates,partners,affiliate,Partner Network,tablet,113,100,81,16,10,8,1775.33,0.9617
2025-12-26,Paid Search,google,cpc,KSA Growth,mobile,173,137,139,28,19,12,2368.8,0.9923
2025-12-26,Paid Social,instagram,paid_social,Creator Offers,desktop,125,92,90,18,10,8,1443.17,0.9878
